price,number_of_reviews,,,,,
45,0,,,,,
68,10,,,,,
99,6,,,,,
55,1,,,,,
100,183,,,,,
80,7,,,,,
45,92,,,,,
25,19,,,,,
25,22,,,,,
25,23,,,,,
25,16,,,,,
22,13,,,,,
75,11,,,,,
20,3,,,,,
95,117,,,,,
90,4,,,,,
70,43,,,,,
50,75,,,,,
70,3,,,,,
22,58,,,,,
300,1,,,,,
25,21,,,,,
25,17,,,,,
25,21,,,,,
25,21,,,,,
90,96,,,,,
25,14,,,,,
40,1,,,,,
80,70,,,,,
17,11,,,,,
20,11,,,,,
25,8,,,,,
20,4,,,,,
25,82,,,,,
59,57,,,,,
42,63,,,,,
36,58,,,,,
30,3,,,,,
250,0,,,,,
17,5,,,,,
30,3,,,,,
15,11,,,,,
51,71,,,,,
41,8,,,,,
38,1,,,,,
22,33,,,,,
16,44,,,,,
20,19,,,,,
20,11,,,,,
60,35,,,,,
20,47,,,,,
75,16,,,,,
30,9,,,,,
95,5,,,,,
78,80,,,,,
30,5,,,,,
29,24,,,,,
49,54,,,,,
18,12,,,,,
55,17,,,,,
60,44,,,,,
150,3,,,,,
38,39,,,,,
50,8,,,,,
10,3,,,,,
169,49,,,,,
28,11,,,,,
18,32,,,,,
36,104,,,,,
71,39,,,,,
31,22,,,,,
95,0,,,,,
62,47,,,,,
40,1,,,,,
23,5,,,,,
35,5,,,,,
25,36,,,,,
17,0,,,,,
45,19,,,,,
75,2,,,,,
62,94,,,,,
34,104,,,,,
30,28,,,,,
26,23,,,,,
66,3,,,,,
140,30,,,,,
25,95,,,,,
100,33,,,,,
18,15,,,,,
20,20,,,,,
100,5,,,,,
250,11,,,,,
60,78,,,,,
68,0,,,,,
60,13,,,,,
110,2,,,,,
55,61,,,,,
37,7,,,,,
45,38,,,,,
65,39,,,,,
39,16,,,,,
89,85,,,,,
26,51,,,,,
29,14,,,,,
37,9,,,,,
50,103,,,,,
23,87,,,,,
59,68,,,,,
70,29,,,,,
55,39,,,,,
70,5,,,,,
85,3,,,,,
23,8,,,,,
45,3,,,,,
185,47,,,,,
75,31,,,,,
79,0,,,,,
19,9,,,,,
104,27,,,,,
60,42,,,,,
75,74,,,,,
45,0,,,,,
150,14,,,,,
30,61,,,,,
40,0,,,,,
37,1,,,,,
49,104,,,,,
24,6,,,,,
76,55,,,,,
54,5,,,,,
39,0,,,,,
500,2,,,,,
65,81,,,,,
85,10,,,,,
25,81,,,,,
80,117,,,,,
30,8,,,,,
20,60,,,,,
282,14,,,,,
73,2,,,,,
39,30,,,,,
150,59,,,,,
75,13,,,,,
56,6,,,,,
999,21,,,,,
23,0,,,,,
23,49,,,,,
85,5,,,,,
38,0,,,,,
85,1,,,,,
83,7,,,,,
110,70,,,,,
85,2,,,,,
75,3,,,,,
28,2,,,,,
17,40,,,,,
24,21,,,,,
98,1,,,,,
28,1,,,,,
15,0,,,,,
895,0,,,,,
20,34,,,,,
69,48,,,,,
18,85,,,,,
23,8,,,,,
78,100,,,,,
92,0,,,,,
90,37,,,,,
92,55,,,,,
70,108,,,,,
20,24,,,,,
20,11,,,,,
20,15,,,,,
65,42,,,,,
80,47,,,,,
65,36,,,,,
50,39,,,,,
80,43,,,,,
168,25,,,,,
130,4,,,,,
99,15,,,,,
35,3,,,,,
50,80,,,,,
23,23,,,,,
20,41,,,,,
50,68,,,,,
25,37,,,,,
32,0,,,,,
35,27,,,,,
63,72,,,,,
65,42,,,,,
85,33,,,,,
38,2,,,,,
21,12,,,,,
20,6,,,,,
31,49,,,,,
50,53,,,,,
54,1,,,,,
150,47,,,,,
13,6,,,,,
100,1,,,,,
215,63,,,,,
50,51,,,,,
32,64,,,,,
70,5,,,,,
22,19,,,,,
110,36,,,,,
56,66,,,,,
50,68,,,,,
55,88,,,,,
222,59,,,,,
160,58,,,,,
22,51,,,,,
20,1,,,,,
145,5,,,,,
145,3,,,,,
28,29,,,,,
25,2,,,,,
200,18,,,,,
390,0,,,,,
250,74,,,,,
24,4,,,,,
20,5,,,,,
56,79,,,,,
59,98,,,,,
125,18,,,,,
80,9,,,,,
80,3,,,,,
49,56,,,,,
160,32,,,,,
47,81,,,,,
19,9,,,,,
25,5,,,,,
50,34,,,,,
55,54,,,,,
52,0,,,,,
116,26,,,,,
18,2,,,,,
56,141,,,,,
60,69,,,,,
22,1,,,,,
120,24,,,,,
15,13,,,,,
34,20,,,,,
110,0,,,,,
195,13,,,,,
108,0,,,,,
70,37,,,,,
195,16,,,,,
60,0,,,,,
62,8,,,,,
100,0,,,,,
58,12,,,,,
105,56,,,,,
59,9,,,,,
45,22,,,,,
65,54,,,,,
25,2,,,,,
60,7,,,,,
99,37,,,,,
70,10,,,,,
20,7,,,,,
180,0,,,,,
60,23,,,,,
125,39,,,,,
66,2,,,,,
75,7,,,,,
55,0,,,,,
133,4,,,,,
45,22,,,,,
20,4,,,,,
65,3,,,,,
55,91,,,,,
70,67,,,,,
40,79,,,,,
18,1,,,,,
29,22,,,,,
125,10,,,,,
20,15,,,,,
115,8,,,,,
20,17,,,,,
20,16,,,,,
125,7,,,,,
20,17,,,,,
39,30,,,,,
35,3,,,,,
20,14,,,,,
99,2,,,,,
160,13,,,,,
17,22,,,,,
20,15,,,,,
19,6,,,,,
20,21,,,,,
20,9,,,,,
40,27,,,,,
20,21,,,,,
20,9,,,,,
20,14,,,,,
80,35,,,,,
80,0,,,,,
165,7,,,,,
160,1,,,,,
80,3,,,,,
75,28,,,,,
90,15,,,,,
35,51,,,,,
250,0,,,,,
180,36,,,,,
59,17,,,,,
50,16,,,,,
30,0,,,,,
15,3,,,,,
80,2,,,,,
1,2019/9/11,,,,,
68,76,,,,,
35,30,,,,,
80,0,,,,,
125,14,,,,,
114,34,,,,,
90,10,,,,,
100,0,,,,,
45,6,,,,,
59,22,,,,,
450,24,,,,,
30,3,,,,,
129,84,,,,,
90,54,,,,,
50,17,,,,,
35,0,,,,,
70,44,,,,,
150,2,,,,,
100,4,,,,,
75,2,,,,,
85,18,,,,,
80,6,,,,,
85,15,,,,,
85,25,,,,,
42,3,,,,,
60,59,,,,,
39,31,,,,,
118,5,,,,,
15,6,,,,,
50,0,,,,,
200,0,,,,,
400,0,,,,,
500,0,,,,,
200,5,,,,,
55,47,,,,,
35,2,,,,,
200,0,,,,,
20,19,,,,,
20,25,,,,,
150,10,,,,,
20,18,,,,,
30,37,,,,,
35,0,,,,,
66,33,,,,,
155,0,,,,,
22,16,,,,,
99,39,,,,,
129,7,,,,,
400,0,,,,,
19,3,,,,,
58,47,,,,,
89,74,,,,,
99,116,,,,,
50,0,,,,,
100,6,,,,,
110,13,,,,,
20,17,,,,,
20,14,,,,,
264,3,,,,,
60,54,,,,,
16,19,,,,,
24,25,,,,,
115,0,,,,,
71,72,,,,,
75,55,,,,,
65,4,,,,,
25,61,,,,,
62,71,,,,,
60,26,,,,,
20,162,,,,,
70,23,,,,,
85,23,,,,,
100,4,,,,,
125,149,,,,,
500,1,,,,,
90,9,,,,,
105,53,,,,,
60,37,,,,,
90,14,,,,,
67,29,,,,,
67,12,,,,,
67,12,,,,,
60,2,,,,,
67,13,,,,,
130,11,,,,,
18,46,,,,,
65,57,,,,,
16,2,,,,,
25,81,,,,,
12,14,,,,,
250,1,,,,,
29,0,,,,,
45,2,,,,,
68,85,,,,,
80,0,,,,,
85,1,,,,,
50,61,,,,,
25,1,,,,,
45,75,,,,,
14,0,,,,,
75,18,,,,,
45,6,,,,,
50,1,,,,,
60,13,,,,,
95,27,,,,,
110,41,,,,,
13,2,,,,,
100,85,,,,,
66,2,,,,,
90,20,,,,,
60,63,,,,,
80,3,,,,,
140,12,,,,,
400,15,,,,,
130,6,,,,,
24,6,,,,,
45,12,,,,,
67,14,,,,,
60,0,,,,,
35,59,,,,,
40,0,,,,,
41,14,,,,,
125,30,,,,,
120,3,,,,,
66,53,,,,,
99,31,,,,,
135,61,,,,,
200,0,,,,,
70,47,,,,,
80,12,,,,,
150,51,,,,,
250,3,,,,,
18,0,,,,,
500,70,,,,,
103,3,,,,,
44,15,,,,,
18,10,,,,,
25,34,,,,,
100,10,,,,,
75,27,,,,,
70,43,,,,,
80,77,,,,,
29,10,,,,,
40,62,,,,,
56,33,,,,,
90,4,,,,,
17,5,,,,,
30,0,,,,,
40,0,,,,,
35,0,,,,,
25,2,,,,,
40,60,,,,,
15,8,,,,,
55,49,,,,,
90,79,,,,,
104,90,,,,,
30,75,,,,,
200,0,,,,,
150,3,,,,,
115,4,,,,,
42,65,,,,,
35,59,,,,,
10,10,,,,,
70,12,,,,,
125,1,,,,,
35,12,,,,,
30,19,,,,,
29,3,,,,,
105,47,,,,,
50,5,,,,,
70,11,,,,,
60,3,,,,,
100,63,,,,,
25,75,,,,,
70,6,,,,,
60,10,,,,,
100,3,,,,,
25,0,,,,,
30,,,,,,
30,5,,,,,
190,51,,,,,
120,5,,,,,
35,0,,,,,
70,0,,,,,
90,36,,,,,
160,1,,,,,
80,24,,,,,
130,0,,,,,
35,1,,,,,
60,41,,,,,
22,11,,,,,
90,55,,,,,
22,2,,,,,
55,70,,,,,
60,60,,,,,
4,2019/4/9,,,,,
100,7,,,,,
42,62,,,,,
74,21,,,,,
24,0,,,,,
34,20,,,,,
200,46,,,,,
10,50,,,,,
60,7,,,,,
56,52,,,,,
80,52,,,,,
42,51,,,,,
121,2,,,,,
35,2,,,,,
55,52,,,,,
45,3,,,,,
55,14,,,,,
25,23,,,,,
100,4,,,,,
69,36,,,,,
43,41,,,,,
80,10,,,,,
85,7,,,,,
42,50,,,,,
39,20,,,,,
39,3,,,,,
40,8,,,,,
35,65,,,,,
120,61,,,,,
60,44,,,,,
18,33,,,,,
27,115,,,,,
275,5,,,,,
77,2,,,,,
65,24,,,,,
120,3,,,,,
59,68,,,,,
20,12,,,,,
60,3,,,,,
55,14,,,,,
30,100,,,,,
20,19,,,,,
19,16,,,,,
35,1,,,,,
20,6,,,,,
25,1,,,,,
22,2,,,,,
27,3,,,,,
65,45,,,,,
25,2,,,,,
30,21,,,,,
60,25,,,,,
459,5,,,,,
170,12,,,,,
33,7,,,,,
91,37,,,,,
80,3,,,,,
80,2,,,,,
300,2,,,,,
130,8,,,,,
150,0,,,,,
50,8,,,,,
70,39,,,,,
75,42,,,,,
70,26,,,,,
38,3,,,,,
80,30,,,,,
65,35,,,,,
42,10,,,,,
81,13,,,,,
25,9,,,,,
55,68,,,,,
8616,3,,,,,
8616,4,,,,,
120,10,,,,,
8637,3,,,,,
8637,1,,,,,
49,96,,,,,
100,27,,,,,
18,4,,,,,
28,1,,,,,
10,14,,,,,
20,15,,,,,
160,10,,,,,
510,22,,,,,
70,1,,,,,
42,21,,,,,
55,28,,,,,
70,51,,,,,
62,2,,,,,
99,64,,,,,
110,69,,,,,
95,3,,,,,
121,4,,,,,
69,16,,,,,
1000,0,,,,,
60,26,,,,,
99,8,,,,,
99,9,,,,,
65,1,,,,,
35,5,,,,,
36,2,,,,,
160,2,,,,,
150,76,,,,,
90,8,,,,,
500,25,,,,,
90,7,,,,,
49,81,,,,,
95,5,,,,,
30,1,,,,,
180,33,,,,,
33,10,,,,,
89,106,,,,,
8616,6,,,,,
79,91,,,,,
1,2019/8/28,,,,,
29,36,,,,,
8616,21,,,,,
8635,6,,,,,
8635,1,,,,,
8635,3,,,,,
8635,1,,,,,
8637,9,,,,,
22,2,,,,,
98,4,,,,,
150,11,,,,,
50,6,,,,,
29,48,,,,,
18,0,,,,,
148,22,,,,,
40,4,,,,,
149,4,,,,,
100,0,,,,,
44,58,,,,,
70,35,,,,,
30,1,,,,,
22,15,,,,,
20,2,,,,,
100,32,,,,,
70,9,,,,,
161,48,,,,,
70,3,,,,,
139,1,,,,,
80,0,,,,,
57,11,,,,,
50,1,,,,,
210,38,,,,,
24,15,,,,,
95,45,,,,,
210,22,,,,,
250,0,,,,,
120,9,,,,,
120,40,,,,,
120,36,,,,,
120,11,,,,,
110,1,,,,,
125,10,,,,,
60,70,,,,,
42,12,,,,,
50,99,,,,,
85,34,,,,,
180,2,,,,,
90,15,,,,,
90,21,,,,,
100,0,,,,,
75,49,,,,,
60,53,,,,,
60,19,,,,,
56,65,,,,,
84,9,,,,,
22,49,,,,,
500,29,,,,,
28,2,,,,,
50,9,,,,,
43,69,,,,,
69,23,,,,,
20,98,,,,,
120,0,,,,,
80,1,,,,,
60,12,,,,,
57,58,,,,,
63,9,,,,,
154,4,,,,,
80,1,,,,,
80,21,,,,,
50,4,,,,,
46,0,,,,,
60,6,,,,,
35,49,,,,,
28,2,,,,,
60,5,,,,,
55,19,,,,,
24,28,,,,,
30,0,,,,,
81,35,,,,,
25,13,,,,,
90,11,,,,,
40,8,,,,,
170,7,,,,,
25,18,,,,,
25,19,,,,,
140,0,,,,,
175,49,,,,,
44,55,,,,,
58,0,,,,,
25,23,,,,,
110,9,,,,,
70,55,,,,,
75,37,,,,,
28,3,,,,,
25,1,,,,,
20,1,,,,,
60,7,,,,,
62,22,,,,,
65,36,,,,,
17,1,,,,,
52,61,,,,,
240,1,,,,,
119,101,,,,,
49,5,,,,,
49,1,,,,,
49,3,,,,,
49,0,,,,,
49,2,,,,,
49,2,,,,,
49,1,,,,,
49,0,,,,,
49,2,,,,,
49,2,,,,,
49,0,,,,,
49,2,,,,,
81,56,,,,,
59,82,,,,,
46,4,,,,,
45,0,,,,,
25,5,,,,,
40,0,,,,,
97,5,,,,,
69,84,,,,,
63,43,,,,,
75,12,,,,,
35,5,,,,,
115,0,,,,,
35,1,,,,,
35,2,,,,,
15,1,,,,,
42,9,,,,,
32,0,,,,,
1,2019/3/9,,,,,
45,44,,,,,
60,0,,,,,
70,47,,,,,
24,9,,,,,
145,45,,,,,
38,2,,,,,
84,37,,,,,
90,26,,,,,
160,49,,,,,
40,2,,,,,
99,69,,,,,
40,3,,,,,
200,0,,,,,
50,5,,,,,
25,12,,,,,
25,9,,,,,
25,17,,,,,
25,12,,,,,
25,12,,,,,
15,6,,,,,
95,10,,,,,
20,2,,,,,
250,0,,,,,
85,2,,,,,
122,14,,,,,
850,21,,,,,
35,0,,,,,
28,6,,,,,
40,1,,,,,
48,1,,,,,
60,40,,,,,
100,0,,,,,
99,7,,,,,
12,2,,,,,
38,1,,,,,
166,1,,,,,
76,1,,,,,
59,4,,,,,
80,8,,,,,
39,11,,,,,
40,1,,,,,
520,1,,,,,
119,6,,,,,
47,62,,,,,
55,40,,,,,
60,38,,,,,
300,30,,,,,
30,1,,,,,
50,88,,,,,
25,13,,,,,
45,20,,,,,
65,6,,,,,
300,17,,,,,
70,10,,,,,
55,20,,,,,
50,51,,,,,
87,2,,,,,
35,2,,,,,
60,137,,,,,
105,94,,,,,
100,7,,,,,
175,2,,,,,
35,2,,,,,
32,8,,,,,
65,32,,,,,
100,11,,,,,
150,0,,,,,
50,0,,,,,
32,7,,,,,
93,39,,,,,
398,0,,,,,
65,6,,,,,
80,44,,,,,
79,9,,,,,
29,60,,,,,
35,2,,,,,
60,42,,,,,
80,6,,,,,
65,155,,,,,
35,15,,,,,
1,2018/7/14,,,,,
110,0,,,,,
110,0,,,,,
175,14,,,,,
80,1,,,,,
14,2,,,,,
1,,,,,,
18,0,,,,,
60,0,,,,,
70,112,,,,,
99,64,,,,,
82,5,,,,,
65,12,,,,,
87,4,,,,,
35,9,,,,,
73,19,,,,,
60,0,,,,,
120,0,,,,,
37,0,,,,,
60,0,,,,,
105,4,,,,,
49,1,,,,,
75,35,,,,,
48,25,,,,,
59,30,,,,,
58,5,,,,,
22,0,,,,,
300,1,,,,,
89,16,,,,,
38,1,,,,,
40,2,,,,,
80,1,,,,,
133,4,,,,,
120,44,,,,,
130,26,,,,,
35,22,,,,,
90,21,,,,,
105,15,,,,,
20,11,,,,,
20,10,,,,,
70,26,,,,,
20,19,,,,,
20,6,,,,,
20,0,,,,,
20,15,,,,,
20,17,,,,,
20,18,,,,,
20,15,,,,,
20,13,,,,,
37,61,,,,,
1,2018/7/11,,,,,
24,2,,,,,
95,30,,,,,
16,0,,,,,
25,20,,,,,
45,35,,,,,
150,9,,,,,
70,21,,,,,
32,0,,,,,
35,6,,,,,
50,3,,,,,
75,20,,,,,
69,27,,,,,
59,30,,,,,
45,7,,,,,
80,52,,,,,
29,36,,,,,
75,1,,,,,
80,0,,,,,
38,1,,,,,
120,0,,,,,
15,2,,,,,
42,26,,,,,
65,36,,,,,
105,0,,,,,
30,9,,,,,
200,18,,,,,
258,0,,,,,
70,17,,,,,
50,33,,,,,
90,67,,,,,
41,10,,,,,
35,24,,,,,
75,40,,,,,
60,1,,,,,
35,1,,,,,
40,1,,,,,
50,43,,,,,
80,10,,,,,
15,84,,,,,
18,58,,,,,
110,5,,,,,
78,94,,,,,
50,0,,,,,
80,44,,,,,
280,0,,,,,
85,15,,,,,
20,81,,,,,
20,89,,,,,
20,83,,,,,
20,64,,,,,
20,58,,,,,
20,50,,,,,
20,53,,,,,
25,29,,,,,
20,86,,,,,
20,55,,,,,
150,7,,,,,
60,35,,,,,
72,26,,,,,
85,32,,,,,
40,2,,,,,
70,39,,,,,
350,0,,,,,
28,1,,,,,
22,1,,,,,
41,8,,,,,
60,13,,,,,
51,15,,,,,
70,10,,,,,
90,8,,,,,
85,14,,,,,
50,18,,,,,
69,4,,,,,
40,5,,,,,
157,2,,,,,
66,35,,,,,
65,45,,,,,
49,2,,,,,
45,93,,,,,
52,88,,,,,
25,1,,,,,
8601,0,,,,,
120,17,,,,,
65,15,,,,,
45,103,,,,,
91,14,,,,,
152,0,,,,,
30,14,,,,,
80,0,,,,,
120,0,,,,,
18,78,,,,,
70,1,,,,,
20,31,,,,,
18,15,,,,,
80,1,,,,,
300,3,,,,,
95,0,,,,,
23,56,,,,,
16,10,,,,,
63,17,,,,,
38,107,,,,,
56,0,,,,,
225,0,,,,,
55,52,,,,,
295,0,,,,,
245,1,,,,,
20,11,,,,,
65,43,,,,,
20,24,,,,,
30,25,,,,,
35,5,,,,,
75,0,,,,,
82,30,,,,,
300,28,,,,,
50,20,,,,,
29,11,,,,,
60,2,,,,,
52,4,,,,,
245,2,,,,,
235,1,,,,,
500,0,,,,,
49,1,,,,,
100,4,,,,,
65,46,,,,,
35,1,,,,,
30,1,,,,,
25,34,,,,,
70,35,,,,,
160,59,,,,,
21,16,,,,,
18,61,,,,,
89,1,,,,,
70,10,,,,,
400,2,,,,,
48,78,,,,,
65,24,,,,,
55,0,,,,,
50,5,,,,,
75,110,,,,,
85,58,,,,,
53,155,,,,,
63,2,,,,,
28,24,,,,,
55,1,,,,,
118,6,,,,,
60,8,,,,,
32,40,,,,,
75,10,,,,,
35,23,,,,,
127,1,,,,,
61,3,,,,,
80,4,,,,,
80,40,,,,,
1,,,,,,
58,98,,,,,
59,64,,,,,
17,0,,,,,
65,14,,,,,
89,85,,,,,
99,75,,,,,
18,0,,,,,
35,1,,,,,
110,43,,,,,
120,1,,,,,
20,2,,,,,
1000,2,,,,,
1000,0,,,,,
1000,0,,,,,
1000,0,,,,,
1000,1,,,,,
18,1,,,,,
50,28,,,,,
80,55,,,,,
99,2,,,,,
45,33,,,,,
40,0,,,,,
700,3,,,,,
60,8,,,,,
40,138,,,,,
90,49,,,,,
50,19,,,,,
75,20,,,,,
50,87,,,,,
85,104,,,,,
70,20,,,,,
70,4,,,,,
57,4,,,,,
52,109,,,,,
104,7,,,,,
121,4,,,,,
110,28,,,,,
150,6,,,,,
90,57,,,,,
124,3,,,,,
150,16,,,,,
174,0,,,,,
150,31,,,,,
200,12,,,,,
108,15,,,,,
120,0,,,,,
271,2,,,,,
95,24,,,,,
30,2,,,,,
108,5,,,,,
2,,,,,,
90,30,,,,,
68,46,,,,,
59,10,,,,,
25,1,,,,,
22,2,,,,,
79,52,,,,,
40,18,,,,,
40,36,,,,,
40,8,,,,,
45,23,,,,,
40,12,,,,,
40,32,,,,,
40,1,,,,,
55,2,,,,,
76,61,,,,,
45,1,,,,,
110,0,,,,,
300,10,,,,,
86,57,,,,,
59,77,,,,,
65,13,,,,,
72,5,,,,,
65,78,,,,,
80,0,,,,,
25,8,,,,,
96,9,,,,,
19,1,,,,,
90,88,,,,,
95,59,,,,,
100,0,,,,,
23,75,,,,,
45,23,,,,,
45,9,,,,,
24,35,,,,,
105,34,,,,,
105,31,,,,,
35,75,,,,,
48,42,,,,,
19,3,,,,,
214,51,,,,,
89,28,,,,,
99,0,,,,,
79,30,,,,,
200,30,,,,,
100,57,,,,,
90,16,,,,,
85,52,,,,,
79,67,,,,,
1000,6,,,,,
1000,6,,,,,
1000,3,,,,,
1000,0,,,,,
16,6,,,,,
95,72,,,,,
50,36,,,,,
35,0,,,,,
35,0,,,,,
61,47,,,,,
45,58,,,,,
95,11,,,,,
60,47,,,,,
200,13,,,,,
75,0,,,,,
100,14,,,,,
300,0,,,,,
109,80,,,,,
190,0,,,,,
85,79,,,,,
60,23,,,,,
48,1,,,,,
30,1,,,,,
48,38,,,,,
30,1,,,,,
12,0,,,,,
75,36,,,,,
60,16,,,,,
110,29,,,,,
30,2,,,,,
78,9,,,,,
90,43,,,,,
100,1,,,,,
55,86,,,,,
55,13,,,,,
20,1,,,,,
80,26,,,,,
313,10,,,,,
40,64,,,,,
96,23,,,,,
55,11,,,,,
80,44,,,,,
50,4,,,,,
999,54,,,,,
88,3,,,,,
30,0,,,,,
150,0,,,,,
San Blas - Canillejas,40.43291,75,2019/9/9,5.5,2,312
79,27,,,,,
50,1,,,,,
50,0,,,,,
50,0,,,,,
50,0,,,,,
50,9,,,,,
49,1,,,,,
150,77,,,,,
60,1,,,,,
1000,2,,,,,
130,41,,,,,
84,0,,,,,
100,6,,,,,
40,13,,,,,
69,57,,,,,
99,2,,,,,
20,9,,,,,
150,1,,,,,
60,34,,,,,
79,72,,,,,
40,3,,,,,
38,5,,,,,
45,99,,,,,
85,1,,,,,
60,56,,,,,
79,79,,,,,
32,207,,,,,
30,3,,,,,
50,44,,,,,
90,1,,,,,
20,0,,,,,
151,114,,,,,
250,35,,,,,
40,36,,,,,
55,0,,,,,
19,67,,,,,
69,2,,,,,
19,44,,,,,
29,2,,,,,
65,6,,,,,
48,82,,,,,
68,0,,,,,
48,82,,,,,
50,9,,,,,
48,87,,,,,
48,81,,,,,
48,69,,,,,
48,71,,,,,
70,3,,,,,
128,20,,,,,
20,5,,,,,
95,5,,,,,
55,21,,,,,
29,1,,,,,
32,11,,,,,
30,23,,,,,
20,0,,,,,
189,0,,,,,
279,0,,,,,
429,11,,,,,
55,7,,,,,
60,0,,,,,
35,1,,,,,
20,1,,,,,
85,22,,,,,
30,4,,,,,
60,39,,,,,
80,37,,,,,
180,55,,,,,
30,62,,,,,
35,0,,,,,
465,0,,,,,
110,17,,,,,
26,2,,,,,
70,8,,,,,
29,111,,,,,
59,6,,,,,
44,16,,,,,
58,13,,,,,
40,22,,,,,
52,7,,,,,
28,100,,,,,
80,3,,,,,
75,50,,,,,
28,27,,,,,
160,24,,,,,
70,37,,,,,
50,0,,,,,
137,17,,,,,
28,1,,,,,
140,48,,,,,
40,1,,,,,
58,2,,,,,
100,8,,,,,
64,6,,,,,
65,2,,,,,
978,1,,,,,
40,0,,,,,
260,73,,,,,
50,0,,,,,
50,17,,,,,
95,27,,,,,
310,0,,,,,
999,0,,,,,
9999,1,,,,,
42,50,,,,,
9999,0,,,,,
36,69,,,,,
45,39,,,,,
9999,1,,,,,
999,0,,,,,
20,83,,,,,
75,39,,,,,
29,14,,,,,
80,3,,,,,
110,31,,,,,
280,10,,,,,
40,58,,,,,
39,24,,,,,
27,42,,,,,
65,18,,,,,
20,0,,,,,
260,0,,,,,
70,42,,,,,
63,28,,,,,
75,12,,,,,
99,102,,,,,
90,0,,,,,
100,36,,,,,
30,1,,,,,
110,28,,,,,
60,39,,,,,
91,25,,,,,
75,25,,,,,
450,2,,,,,
400,0,,,,,
500,2,,,,,
500,8,,,,,
600,1,,,,,
800,1,,,,,
500,4,,,,,
300,1,,,,,
600,1,,,,,
44,50,,,,,
240,57,,,,,
100,49,,,,,
50,58,,,,,
32,52,,,,,
115,31,,,,,
30,2,,,,,
17,2,,,,,
54,53,,,,,
70,50,,,,,
44,54,,,,,
70,0,,,,,
99,17,,,,,
50,0,,,,,
15,0,,,,,
50,1,,,,,
37,12,,,,,
115,24,,,,,
115,19,,,,,
115,21,,,,,
61,3,,,,,
18,31,,,,,
22,4,,,,,
54,2,,,,,
80,26,,,,,
60,7,,,,,
56,3,,,,,
18,0,,,,,
25,0,,,,,
70,42,,,,,
115,5,,,,,
12,2,,,,,
60,39,,,,,
70,19,,,,,
75,9,,,,,
100,3,,,,,
129,62,,,,,
69,28,,,,,
39,7,,,,,
117,51,,,,,
90,49,,,,,
79,58,,,,,
70,38,,,,,
69,14,,,,,
91,25,,,,,
72,19,,,,,
30,40,,,,,
95,0,,,,,
46,29,,,,,
40,2,,,,,
165,2,,,,,
60,11,,,,,
89,13,,,,,
50,54,,,,,
82,16,,,,,
90,3,,,,,
50,8,,,,,
95,2,,,,,
120,33,,,,,
100,38,,,,,
50,1,,,,,
100,1,,,,,
181,0,,,,,
114,56,,,,,
110,2,,,,,
30,48,,,,,
17,7,,,,,
90,42,,,,,
34,48,,,,,
34,49,,,,,
34,45,,,,,
34,44,,,,,
70,14,,,,,
30,0,,,,,
978,16,,,,,
978,3,,,,,
80,25,,,,,
69,14,,,,,
978,16,,,,,
26,7,,,,,
250,0,,,,,
70,28,,,,,
25,0,,,,,
29,2,,,,,
49,2,,,,,
70,3,,,,,
90,40,,,,,
65,52,,,,,
30,36,,,,,
242,34,,,,,
25,5,,,,,
50,43,,,,,
75,58,,,,,
60,67,,,,,
60,2,,,,,
206,0,,,,,
70,13,,,,,
120,7,,,,,
55,4,,,,,
55,1,,,,,
55,1,,,,,
55,0,,,,,
40,4,,,,,
185,1,,,,,
48,1,,,,,
40,106,,,,,
30,1,,,,,
75,20,,,,,
14,3,,,,,
67,17,,,,,
49,21,,,,,
55,23,,,,,
85,42,,,,,
1800,0,,,,,
80,30,,,,,
80,31,,,,,
90,6,,,,,
80,8,,,,,
85,33,,,,,
69,0,,,,,
50,32,,,,,
140,41,,,,,
65,1,,,,,
65,0,,,,,
100,0,,,,,
25,1,,,,,
35,2,,,,,
50,8,,,,,
21,8,,,,,
909,0,,,,,
30,11,,,,,
139,11,,,,,
120,4,,,,,
82,6,,,,,
170,0,,,,,
75,3,,,,,
450,0,,,,,
80,13,,,,,
40,55,,,,,
79,39,,,,,
38,17,,,,,
22,8,,,,,
65,0,,,,,
30,15,,,,,
25,17,,,,,
99,1,,,,,
40,27,,,,,
79,43,,,,,
54,17,,,,,
85,4,,,,,
75,35,,,,,
90,5,,,,,
50,27,,,,,
280,1,,,,,
35,8,,,,,
80,13,,,,,
169,94,,,,,
84,110,,,,,
93,1,,,,,
18,18,,,,,
61,0,,,,,
75,5,,,,,
75,9,,,,,
74,2,,,,,
25,3,,,,,
85,25,,,,,
100,2,,,,,
110,0,,,,,
50,1,,,,,
65,0,,,,,
75,0,,,,,
65,0,,,,,
65,1,,,,,
466,1,,,,,
369,2,,,,,
60,23,,,,,
70,33,,,,,
130,4,,,,,
105,6,,,,,
200,16,,,,,
60,45,,,,,
18,64,,,,,
250,1,,,,,
75,43,,,,,
52,2,,,,,
80,44,,,,,
22,5,,,,,
50,27,,,,,
99,87,,,,,
35,16,,,,,
28,36,,,,,
45,7,,,,,
100,22,,,,,
70,0,,,,,
10,95,,,,,
100,6,,,,,
200,0,,,,,
110,2,,,,,
1,0.11,,,,,
60,36,,,,,
60,38,,,,,
60,3,,,,,
0,,,,,,
50,3,,,,,
72,0,,,,,
0,,,,,,
50,3,,,,,
70,0,,,,,
70,0,,,,,
2,,,,,,
72,1,,,,,
62,0,,,,,
144,0,,,,,
