price,number_of_reviews,,,,,
47,20,,,,,
199,48,,,,,
65,42,,,,,
61,145,,,,,
80,128,,,,,
18,21,,,,,
75,105,,,,,
46,60,,,,,
65,3,,,,,
115,17,,,,,
190,49,,,,,
86,82,,,,,
29,44,,,,,
19,31,,,,,
96,96,,,,,
70,30,,,,,
49,275,,,,,
35,39,,,,,
64,274,,,,,
35,76,,,,,
60,151,,,,,
38,103,,,,,
15,2,,,,,
14,71,,,,,
130,29,,,,,
65,132,,,,,
41,45,,,,,
75,132,,,,,
70,0,,,,,
77,255,,,,,
290,30,,,,,
49,0,,,,,
39,75,,,,,
100,0,,,,,
100,262,,,,,
60,13,,,,,
95,254,,,,,
210,82,,,,,
78,7,,,,,
48,127,,,,,
62,164,,,,,
99,13,,,,,
139,151,,,,,
66,58,,,,,
30,129,,,,,
49,98,,,,,
100,187,,,,,
25,35,,,,,
32,58,,,,,
20,0,,,,,
70,74,,,,,
23,98,,,,,
49,39,,,,,
70,30,,,,,
45,52,,,,,
30,0,,,,,
40,0,,,,,
50,2,,,,,
18,1,,,,,
44,317,,,,,
70,159,,,,,
140,107,,,,,
93,20,,,,,
53,54,,,,,
67,262,,,,,
120,249,,,,,
75,439,,,,,
26,18,,,,,
57,17,,,,,
49,34,,,,,
90,78,,,,,
100,73,,,,,
400,0,,,,,
34,220,,,,,
40,1,,,,,
30,0,,,,,
120,44,,,,,
65,40,,,,,
90,226,,,,,
125,122,,,,,
75,65,,,,,
95,15,,,,,
150,0,,,,,
30,12,,,,,
25,229,,,,,
24,370,,,,,
38,60,,,,,
75,171,,,,,
43,315,,,,,
50,33,,,,,
57,205,,,,,
68,228,,,,,
55,34,,,,,
80,76,,,,,
27,66,,,,,
75,90,,,,,
20,84,,,,,
68,1,,,,,
23,7,,,,,
75,76,,,,,
75,113,,,,,
75,319,,,,,
77,40,,,,,
62,85,,,,,
110,165,,,,,
50,138,,,,,
50,100,,,,,
63,126,,,,,
50,141,,,,,
50,107,,,,,
96,135,,,,,
110,12,,,,,
75,34,,,,,
65,40,,,,,
60,11,,,,,
109,233,,,,,
20,64,,,,,
50,28,,,,,
70,15,,,,,
20,74,,,,,
280,36,,,,,
190,142,,,,,
145,124,,,,,
52,156,,,,,
18,3,,,,,
95,2,,,,,
50,0,,,,,
52,244,,,,,
27,7,,,,,
90,0,,,,,
59,22,,,,,
140,49,,,,,
25,62,,,,,
40,102,,,,,
44,34,,,,,
1000,0,,,,,
79,177,,,,,
45,113,,,,,
25,11,,,,,
210,54,,,,,
35,8,,,,,
71,74,,,,,
159,111,,,,,
80,3,,,,,
60,25,,,,,
27,68,,,,,
37,269,,,,,
140,169,,,,,
35,133,,,,,
73,180,,,,,
25,1,,,,,
55,4,,,,,
45,86,,,,,
19,93,,,,,
140,35,,,,,
150,46,,,,,
46,259,,,,,
80,20,,,,,
25,202,,,,,
95,101,,,,,
40,8,,,,,
100,5,,,,,
60,0,,,,,
75,8,,,,,
45,3,,,,,
55,4,,,,,
63,218,,,,,
29,164,,,,,
32,86,,,,,
60,99,,,,,
130,10,,,,,
100,0,,,,,
150,16,,,,,
75,123,,,,,
65,70,,,,,
30,34,,,,,
70,0,,,,,
20,24,,,,,
140,14,,,,,
47,4,,,,,
65,103,,,,,
62,44,,,,,
49,278,,,,,
50,151,,,,,
50,22,,,,,
59,67,,,,,
47,9,,,,,
47,22,,,,,
300,7,,,,,
60,3,,,,,
95,120,,,,,
140,22,,,,,
45,47,,,,,
15,0,,,,,
15,16,,,,,
15,14,,,,,
120,250,,,,,
45,143,,,,,
64,111,,,,,
70,81,,,,,
89,27,,,,,
48,178,,,,,
70,21,,,,,
120,93,,,,,
145,132,,,,,
68,80,,,,,
129,59,,,,,
25,43,,,,,
100,128,,,,,
95,34,,,,,
143,46,,,,,
69,158,,,,,
18,63,,,,,
85,69,,,,,
88,37,,,,,
42,54,,,,,
25,2,,,,,
80,227,,,,,
28,72,,,,,
58,6,,,,,
60,130,,,,,
65,135,,,,,
52,72,,,,,
90,58,,,,,
19,1,,,,,
40,156,,,,,
130,11,,,,,
48,390,,,,,
49,118,,,,,
82,10,,,,,
55,44,,,,,
72,105,,,,,
30,0,,,,,
35,45,,,,,
20,0,,,,,
120,27,,,,,
65,164,,,,,
79,118,,,,,
75,60,,,,,
59,177,,,,,
54,16,,,,,
68,17,,,,,
240,237,,,,,
111,299,,,,,
70,80,,,,,
70,119,,,,,
15,0,,,,,
70,19,,,,,
140,25,,,,,
55,82,,,,,
260,88,,,,,
131,92,,,,,
75,45,,,,,
25,140,,,,,
35,154,,,,,
72,35,,,,,
100,34,,,,,
27,2019/3/8,,,,,
100,16,,,,,
110,0,,,,,
65,147,,,,,
180,0,,,,,
70,211,,,,,
80,59,,,,,
25,55,,,,,
21,11,,,,,
21,5,,,,,
45,0,,,,,
90,33,,,,,
110,3,,,,,
60,122,,,,,
75,1,,,,,
57,46,,,,,
70,0,,,,,
73,225,,,,,
199,31,,,,,
51,151,,,,,
59,51,,,,,
69,97,,,,,
30,0,,,,,
150,54,,,,,
75,30,,,,,
40,131,,,,,
70,89,,,,,
65,168,,,,,
85,99,,,,,
75,9,,,,,
45,36,,,,,
68,0,,,,,
105,170,,,,,
175,7,,,,,
85,8,,,,,
130,77,,,,,
80,228,,,,,
240,46,,,,,
105,20,,,,,
49,3,,,,,
70,6,,,,,
110,55,,,,,
175,8,,,,,
55,9,,,,,
110,35,,,,,
32,450,,,,,
149,108,,,,,
20,0,,,,,
35,63,,,,,
24,49,,,,,
90,90,,,,,
140,0,,,,,
23,39,,,,,
25,66,,,,,
149,125,,,,,
32,53,,,,,
60,0,,,,,
17,233,,,,,
37,272,,,,,
45,36,,,,,
45,34,,,,,
60,136,,,,,
250,123,,,,,
115,14,,,,,
27,65,,,,,
70,31,,,,,
85,49,,,,,
59,91,,,,,
36,103,,,,,
30,6,,,,,
60,9,,,,,
48,41,,,,,
69,137,,,,,
20,2,,,,,
60,21,,,,,
30,0,,,,,
23,60,,,,,
220,137,,,,,
70,3,,,,,
155,0,,,,,
24,8,,,,,
93,151,,,,,
80,93,,,,,
80,170,,,,,
70,0,,,,,
19,2,,,,,
58,25,,,,,
130,53,,,,,
25,13,,,,,
81,55,,,,,
55,110,,,,,
120,90,,,,,
150,101,,,,,
35,3,,,,,
100,8,,,,,
26,63,,,,,
50,52,,,,,
79,211,,,,,
14,62,,,,,
38,142,,,,,
70,14,,,,,
22,58,,,,,
30,23,,,,,
145,143,,,,,
45,208,,,,,
88,92,,,,,
50,0,,,,,
39,504,,,,,
70,4,,,,,
31,335,,,,,
350,49,,,,,
33,375,,,,,
38,369,,,,,
35,0,,,,,
45,2,,,,,
35,300,,,,,
60,26,,,,,
75,11,,,,,
75,39,,,,,
149,104,,,,,
93,120,,,,,
56,350,,,,,
50,48,,,,,
181,0,,,,,
90,14,,,,,
40,11,,,,,
80,253,,,,,
16,1,,,,,
34,154,,,,,
90,41,,,,,
110,118,,,,,
48,5,,,,,
86,154,,,,,
18,3,,,,,
22,0,,,,,
80,23,,,,,
60,42,,,,,
73,139,,,,,
14,98,,,,,
260,0,,,,,
50,12,,,,,
151,238,,,,,
25,2,,,,,
60,241,,,,,
80,2,,,,,
100,253,,,,,
30,0,,,,,
50,0,,,,,
50,0,,,,,
55,21,,,,,
36,100,,,,,
15,1,,,,,
65,378,,,,,
76,25,,,,,
80,178,,,,,
70,257,,,,,
24,16,,,,,
90,0,,,,,
38,377,,,,,
28,1,,,,,
33,82,,,,,
34,65,,,,,
24,6,,,,,
90,9,,,,,
106,245,,,,,
30,0,,,,,
30,0,,,,,
118,72,,,,,
40,185,,,,,
45,4,,,,,
110,169,,,,,
590,0,,,,,
20,0,,,,,
169,36,,,,,
149,22,,,,,
60,343,,,,,
205,0,,,,,
88,206,,,,,
20,4,,,,,
40,1,,,,,
130,134,,,,,
70,0,,,,,
70,56,,,,,
50,0,,,,,
201,67,,,,,
85,206,,,,,
155,0,,,,,
32,47,,,,,
32,103,,,,,
20,17,,,,,
22,70,,,,,
70,331,,,,,
100,67,,,,,
4,2019/7/13,,,,,
85,13,,,,,
200,0,,,,,
260,6,,,,,
67,45,,,,,
29,105,,,,,
20,15,,,,,
53,346,,,,,
95,76,,,,,
85,201,,,,,
41,189,,,,,
50,0,,,,,
65,51,,,,,
45,1,,,,,
45,0,,,,,
20,22,,,,,
45,0,,,,,
27,77,,,,,
80,43,,,,,
258,0,,,,,
45,0,,,,,
95,0,,,,,
90,277,,,,,
78,79,,,,,
58,55,,,,,
35,0,,,,,
15,26,,,,,
35,18,,,,,
49,73,,,,,
250,101,,,,,
67,170,,,,,
28,0,,,,,
30,5,,,,,
105,32,,,,,
34,170,,,,,
29,360,,,,,
65,2,,,,,
50,179,,,,,
25,6,,,,,
65,1,,,,,
100,66,,,,,
58,24,,,,,
500,32,,,,,
59,147,,,,,
37,5,,,,,
17,1,,,,,
232,1,,,,,
25,2,,,,,
75,31,,,,,
90,0,,,,,
1890,0,,,,,
38,0,,,,,
50,0,,,,,
80,27,,,,,
90,0,,,,,
59,33,,,,,
49,291,,,,,
20,0,,,,,
210,0,,,,,
90,154,,,,,
60,75,,,,,
180,80,,,,,
50,12,,,,,
39,36,,,,,
50,362,,,,,
40,0,,,,,
20,0,,,,,
40,1,,,,,
90,0,,,,,
77,5,,,,,
27,64,,,,,
25,0,,,,,
35,7,,,,,
60,14,,,,,
85,1,,,,,
55,7,,,,,
18,21,,,,,
25,4,,,,,
65,246,,,,,
300,0,,,,,
35,34,,,,,
60,2,,,,,
34,279,,,,,
43,209,,,,,
17,2,,,,,
81,0,,,,,
60,4,,,,,
150,0,,,,,
42,44,,,,,
19,164,,,,,
25,0,,,,,
45,7,,,,,
25,25,,,,,
230,7,,,,,
30,258,,,,,
90,261,,,,,
70,21,,,,,
55,0,,,,,
28,74,,,,,
74,11,,,,,
60,0,,,,,
21,46,,,,,
33,76,,,,,
80,0,,,,,
80,41,,,,,
50,0,,,,,
49,2,,,,,
53,165,,,,,
71,53,,,,,
159,74,,,,,
79,86,,,,,
129,110,,,,,
35,171,,,,,
59,69,,,,,
45,1,,,,,
103,10,,,,,
95,41,,,,,
115,19,,,,,
20,0,,,,,
65,47,,,,,
41,112,,,,,
35,1,,,,,
35,9,,,,,
65,4,,,,,
80,0,,,,,
180,0,,,,,
85,1,,,,,
120,80,,,,,
60,12,,,,,
130,9,,,,,
35,3,,,,,
120,0,,,,,
20,0,,,,,
36,5,,,,,
200,0,,,,,
40,12,,,,,
60,247,,,,,
138,3,,,,,
30,1,,,,,
50,443,,,,,
100,0,,,,,
41,82,,,,,
25,2,,,,,
50,0,,,,,
60,240,,,,,
25,19,,,,,
45,0,,,,,
79,13,,,,,
68,131,,,,,
80,2,,,,,
49,222,,,,,
45,9,,,,,
100,0,,,,,
45,126,,,,,
40,20,,,,,
120,0,,,,,
23,75,,,,,
53,391,,,,,
130,18,,,,,
65,19,,,,,
60,64,,,,,
140,16,,,,,
39,57,,,,,
150,56,,,,,
35,22,,,,,
29,0,,,,,
12,10,,,,,
27,45,,,,,
110,104,,,,,
30,0,,,,,
90,39,,,,,
50,0,,,,,
56,115,,,,,
69,2,,,,,
25,3,,,,,
250,6,,,,,
35,4,,,,,
18,99,,,,,
85,12,,,,,
84,130,,,,,
69,137,,,,,
35,34,,,,,
50,7,,,,,
138,18,,,,,
65,1,,,,,
42,3,,,,,
22,0,,,,,
45,253,,,,,
25,9,,,,,
30,93,,,,,
19,77,,,,,
100,74,,,,,
50,0,,,,,
36,163,,,,,
19,151,,,,,
25,1,,,,,
50,0,,,,,
25,0,,,,,
23,21,,,,,
75,0,,,,,
16,37,,,,,
35,0,,,,,
59,243,,,,,
47,96,,,,,
18,12,,,,,
50,1,,,,,
19,248,,,,,
15,14,,,,,
100,9,,,,,
21,6,,,,,
90,4,,,,,
80,0,,,,,
50,37,,,,,
18,74,,,,,
48,179,,,,,
100,216,,,,,
45,49,,,,,
72,15,,,,,
55,28,,,,,
59,0,,,,,
65,20,,,,,
85,267,,,,,
85,340,,,,,
60,4,,,,,
29,51,,,,,
23,53,,,,,
59,23,,,,,
85,7,,,,,
47,86,,,,,
40,0,,,,,
49,33,,,,,
109,1,,,,,
20,0,,,,,
109,6,,,,,
91,3,,,,,
50,142,,,,,
101,113,,,,,
90,4,,,,,
45,8,,,,,
34,2,,,,,
30,0,,,,,
120,54,,,,,
40,2,,,,,
30,4,,,,,
40,4,,,,,
40,7,,,,,
79,2,,,,,
40,3,,,,,
65,5,,,,,
22,3,,,,,
67,250,,,,,
45,0,,,,,
75,177,,,,,
40,4,,,,,
25,0,,,,,
18,0,,,,,
35,36,,,,,
35,0,,,,,
35,0,,,,,
177,40,,,,,
30,3,,,,,
25,0,,,,,
98,92,,,,,
75,320,,,,,
95,133,,,,,
19,250,,,,,
47,14,,,,,
30,5,,,,,
55,285,,,,,
46,53,,,,,
95,384,,,,,
60,100,,,,,
100,21,,,,,
55,253,,,,,
35,0,,,,,
70,283,,,,,
25,113,,,,,
250,1,,,,,
60,8,,,,,
20,0,,,,,
30,0,,,,,
41,38,,,,,
49,16,,,,,
128,204,,,,,
60,145,,,,,
69,60,,,,,
32,6,,,,,
38,63,,,,,
30,0,,,,,
20,10,,,,,
23,0,,,,,
27,46,,,,,
89,1,,,,,
25,1,,,,,
55,7,,,,,
65,68,,,,,
40,0,,,,,
30,171,,,,,
40,0,,,,,
120,47,,,,,
50,0,,,,,
39,1,,,,,
38,119,,,,,
185,32,,,,,
25,0,,,,,
95,2,,,,,
40,29,,,,,
60,46,,,,,
12,0,,,,,
12,1,,,,,
30,0,,,,,
65,1,,,,,
100,59,,,,,
29,24,,,,,
50,0,,,,,
200,0,,,,,
284,0,,,,,
310,0,,,,,
30,341,,,,,
105,4,,,,,
103,2,,,,,
30,0,,,,,
35,104,,,,,
50,5,,,,,
60,62,,,,,
79,0,,,,,
20,2,,,,,
25,47,,,,,
129,4,,,,,
103,2,,,,,
50,0,,,,,
20,0,,,,,
122,199,,,,,
46,323,,,,,
240,21,,,,,
78,267,,,,,
260,4,,,,,
65,104,,,,,
78,194,,,,,
105,1,,,,,
86,127,,,,,
37,184,,,,,
39,67,,,,,
181,0,,,,,
40,119,,,,,
80,2,,,,,
81,61,,,,,
400,98,,,,,
39,0,,,,,
45,68,,,,,
39,331,,,,,
69,8,,,,,
107,1,,,,,
200,7,,,,,
110,0,,,,,
140,0,,,,,
88,141,,,,,
49,0,,,,,
143,62,,,,,
60,0,,,,,
60,67,,,,,
300,48,,,,,
90,38,,,,,
75,3,,,,,
80,3,,,,,
153,42,,,,,
15,12,,,,,
15,18,,,,,
67,154,,,,,
65,66,,,,,
44,38,,,,,
65,243,,,,,
80,1,,,,,
183,145,,,,,
75,0,,,,,
35,0,,,,,
69,107,,,,,
28,84,,,,,
75,188,,,,,
109,26,,,,,
59,7,,,,,
135,34,,,,,
32,62,,,,,
80,0,,,,,
60,121,,,,,
125,0,,,,,
25,0,,,,,
60,33,,,,,
15,9,,,,,
49,59,,,,,
50,108,,,,,
50,163,,,,,
67,0,,,,,
80,31,,,,,
100,5,,,,,
40,0,,,,,
59,27,,,,,
200,59,,,,,
84,89,,,,,
80,165,,,,,
80,0,,,,,
20,87,,,,,
70,27,,,,,
50,10,,,,,
55,15,,,,,
33,358,,,,,
22,13,,,,,
28,0,,,,,
65,3,,,,,
22,73,,,,,
24,15,,,,,
43,352,,,,,
57,342,,,,,
60,247,,,,,
153,39,,,,,
137,65,,,,,
65,50,,,,,
120,0,,,,,
100,0,,,,,
85,40,,,,,
35,35,,,,,
30,13,,,,,
250,34,,,,,
2,2019/9/16,,,,,
350,25,,,,,
18,0,,,,,
69,136,,,,,
85,6,,,,,
65,23,,,,,
100,47,,,,,
75,0,,,,,
80,0,,,,,
21,62,,,,,
25,0,,,,,
30,53,,,,,
35,0,,,,,
90,205,,,,,
50,8,,,,,
19,387,,,,,
38,283,,,,,
105,228,,,,,
24,109,,,,,
26,71,,,,,
30,51,,,,,
90,49,,,,,
20,4,,,,,
35,21,,,,,
75,27,,,,,
122,96,,,,,
30,153,,,,,
63,73,,,,,
29,0,,,,,
84,39,,,,,
96,5,,,,,
25,105,,,,,
65,188,,,,,
40,109,,,,,
315,64,,,,,
40,217,,,,,
67,107,,,,,
115,262,,,,,
150,111,,,,,
80,4,,,,,
40,1,,,,,
45,137,,,,,
74,46,,,,,
99,5,,,,,
100,196,,,,,
120,0,,,,,
100,3,,,,,
45,138,,,,,
58,2,,,,,
90,34,,,,,
55,125,,,,,
47,112,,,,,
47,108,,,,,
45,134,,,,,
69,70,,,,,
70,437,,,,,
70,16,,,,,
125,0,,,,,
30,0,,,,,
95,146,,,,,
90,20,,,,,
50,211,,,,,
25,112,,,,,
25,0,,,,,
60,455,,,,,
120,52,,,,,
81,24,,,,,
50,329,,,,,
28,0,,,,,
50,191,,,,,
35,71,,,,,
57,79,,,,,
25,67,,,,,
45,46,,,,,
29,36,,,,,
65,30,,,,,
13,0,,,,,
30,212,,,,,
75,6,,,,,
70,133,,,,,
95,43,,,,,
115,0,,,,,
26,295,,,,,
50,257,,,,,
70,7,,,,,
35,3,,,,,
120,12,,,,,
19,13,,,,,
69,217,,,,,
125,20,,,,,
25,28,,,,,
60,64,,,,,
27,129,,,,,
150,295,,,,,
22,13,,,,,
45,88,,,,,
29,151,,,,,
22,44,,,,,
45,177,,,,,
20,58,,,,,
35,92,,,,,
30,66,,,,,
25,71,,,,,
70,147,,,,,
100,87,,,,,
44,83,,,,,
70,14,,,,,
22,9,,,,,
40,2,,,,,
50,143,,,,,
45,39,,,,,
111,259,,,,,
56,7,,,,,
40,4,,,,,
2,2019/7/16,,,,,
35,22,,,,,
28,94,,,,,
80,10,,,,,
160,0,,,,,
100,54,,,,,
50,320,,,,,
139,100,,,,,
16,6,,,,,
26,11,,,,,
22,31,,,,,
95,89,,,,,
55,234,,,,,
140,175,,,,,
19,1,,,,,
20,316,,,,,
40,27,,,,,
40,195,,,,,
2,,,,,,
28,5,,,,,
30,63,,,,,
53,192,,,,,
150,25,,,,,
90,162,,,,,
300,1,,,,,
30,99,,,,,
130,3,,,,,
186,4,,,,,
99,49,,,,,
55,25,,,,,
15,1,,,,,
195,51,,,,,
150,82,,,,,
20,17,,,,,
90,4,,,,,
150,48,,,,,
25,143,,,,,
40,15,,,,,
148,97,,,,,
35,0,,,,,
34,141,,,,,
30,0,,,,,
32,0,,,,,
20,1,,,,,
35,0,,,,,
28,2,,,,,
27,0,,,,,
29,0,,,,,
20,0,,,,,
54,263,,,,,
25,23,,,,,
30,36,,,,,
30,12,,,,,
25,173,,,,,
150,11,,,,,
45,149,,,,,
71,199,,,,,
48,170,,,,,
100,13,,,,,
19,12,,,,,
75,70,,,,,
89,100,,,,,
79,151,,,,,
45,256,,,,,
99,212,,,,,
40,27,,,,,
126,16,,,,,
70,228,,,,,
69,235,,,,,
70,4,,,,,
50,144,,,,,
50,137,,,,,
32,0,,,,,
50,2,,,,,
35,54,,,,,
16,10,,,,,
105,10,,,,,
81,35,,,,,
30,9,,,,,
110,46,,,,,
86,164,,,,,
45,62,,,,,
100,16,,,,,
30,0,,,,,
140,76,,,,,
48,31,,,,,
59,75,,,,,
120,4,,,,,
82,128,,,,,
35,8,,,,,
133,36,,,,,
69,105,,,,,
120,3,,,,,
64,33,,,,,
150,9,,,,,
55,230,,,,,
99,37,,,,,
90,12,,,,,
80,24,,,,,
45,14,,,,,
90,200,,,,,
70,139,,,,,
95,37,,,,,
75,84,,,,,
325,0,,,,,
45,74,,,,,
115,259,,,,,
60,155,,,,,
22,15,,,,,
45,102,,,,,
60,187,,,,,
60,2,,,,,
22,11,,,,,
47,112,,,,,
90,285,,,,,
45,113,,,,,
90,154,,,,,
100,171,,,,,
56,243,,,,,
83,61,,,,,
60,52,,,,,
25,79,,,,,
100,150,,,,,
28,66,,,,,
70,62,,,,,
31,16,,,,,
29,132,,,,,
220,82,,,,,
30,56,,,,,
20,104,,,,,
40,207,,,,,
50,216,,,,,
60,135,,,,,
139,139,,,,,
42,13,,,,,
110,22,,,,,
35,15,,,,,
95,66,,,,,
60,39,,,,,
37,253,,,,,
26,61,,,,,
80,126,,,,,
90,1,,,,,
35,180,,,,,
60,70,,,,,
1,2019/6/17,,,,,
139,17,,,,,
75,116,,,,,
29,14,,,,,
25,25,,,,,
80,67,,,,,
65,132,,,,,
65,138,,,,,
150,13,,,,,
50,122,,,,,
20,88,,,,,
85,77,,,,,
12,2,,,,,
40,6,,,,,
57,9,,,,,
82,44,,,,,
14,1,,,,,
36,27,,,,,
40,24,,,,,
18,2,,,,,
15,184,,,,,
16,215,,,,,
35,128,,,,,
75,25,,,,,
25,2,,,,,
100,3,,,,,
100,9,,,,,
120,0,,,,,
30,9,,,,,
70,205,,,,,
60,3,,,,,
70,183,,,,,
88,26,,,,,
50,123,,,,,
50,37,,,,,
100,169,,,,,
56,40,,,,,
37,2,,,,,
62,3,,,,,
80,6,,,,,
55,132,,,,,
55,207,,,,,
35,1,,,,,
50,282,,,,,
70,189,,,,,
130,58,,,,,
203,80,,,,,
45,147,,,,,
70,202,,,,,
62,168,,,,,
40,0,,,,,
30,81,,,,,
27,6,,,,,
35,12,,,,,
168,2,,,,,
93,2,,,,,
57,59,,,,,
160,6,,,,,
50,3,,,,,
79,46,,,,,
30,15,,,,,
101,97,,,,,
390,47,,,,,
33,20,,,,,
50,24,,,,,
70,0,,,,,
130,0,,,,,
85,40,,,,,
200,0,,,,,
40,0,,,,,
45,122,,,,,
170,138,,,,,
45,26,,,,,
180,0,,,,,
30,226,,,,,
25,0,,,,,
65,50,,,,,
49,4,,,,,
50,107,,,,,
60,115,,,,,
155,1,,,,,
68,130,,,,,
60,71,,,,,
26,227,,,,,
89,280,,,,,
125,203,,,,,
40,38,,,,,
145,105,,,,,
150,0,,,,,
69,263,,,,,
70,0,,,,,
45,5,,,,,
20,4,,,,,
50,275,,,,,
39,306,,,,,
50,1,,,,,
50,1,,,,,
500,0,,,,,
150,7,,,,,
45,15,,,,,
45,4,,,,,
30,5,,,,,
45,4,,,,,
27,291,,,,,
75,94,,,,,
52,405,,,,,
99,83,,,,,
173,230,,,,,
200,1,,,,,
120,57,,,,,
35,88,,,,,
90,1,,,,,
70,17,,,,,
126,7,,,,,
22,50,,,,,
59,203,,,,,
60,1,,,,,
133,37,,,,,
49,59,,,,,
45,10,,,,,
95,218,,,,,
140,89,,,,,
59,53,,,,,
60,8,,,,,
70,456,,,,,
74,105,,,,,
35,14,,,,,
41,177,,,,,
55,84,,,,,
75,37,,,,,
70,141,,,,,
51,406,,,,,
20,122,,,,,
75,218,,,,,
39,49,,,,,
31,192,,,,,
20,28,,,,,
105,6,,,,,
60,64,,,,,
24,2,,,,,
50,2,,,,,
60,18,,,,,
100,0,,,,,
40,25,,,,,
29,29,,,,,
70,194,,,,,
42,0,,,,,
20,191,,,,,
30,334,,,,,
461,12,,,,,
100,88,,,,,
40,268,,,,,
110,16,,,,,
30,143,,,,,
49,103,,,,,
114,9,,,,,
70,82,,,,,
55,0,,,,,
120,6,,,,,
67,117,,,,,
95,64,,,,,
67,23,,,,,
55,0,,,,,
90,3,,,,,
109,13,,,,,
55,35,,,,,
100,107,,,,,
35,22,,,,,
22,102,,,,,
80,76,,,,,
29,0,,,,,
53,214,,,,,
16,7,,,,,
37,510,,,,,
54,43,,,,,
47,90,,,,,
31,310,,,,,
39,141,,,,,
240,10,,,,,
59,155,,,,,
64,93,,,,,
84,11,,,,,
45,109,,,,,
64,286,,,,,
180,1,,,,,
58,5,,,,,
75,153,,,,,
70,21,,,,,
75,0,,,,,
30,68,,,,,
200,233,,,,,
37,547,,,,,
60,11,,,,,
150,1,,,,,
75,18,,,,,
25,34,,,,,
99,148,,,,,
22,47,,,,,
15,14,,,,,
35,1,,,,,
55,167,,,,,
3,2019/9/4,,,,,
55,341,,,,,
55,376,,,,,
17,2,,,,,
1000,78,,,,,
100,10,,,,,
54,44,,,,,
65,123,,,,,
37,327,,,,,
37,321,,,,,
55,138,,,,,
190,119,,,,,
65,19,,,,,
29,77,,,,,
98,34,,,,,
68,82,,,,,
35,0,,,,,
80,59,,,,,
30,20,,,,,
70,18,,,,,
100,22,,,,,
88,0,,,,,
75,79,,,,,
48,202,,,,,
39,368,,,,,
18,1,,,,,
30,278,,,,,
450,0,,,,,
25,255,,,,,
38,158,,,,,
35,27,,,,,
65,1,,,,,
45,91,,,,,
72,113,,,,,
80,125,,,,,
65,104,,,,,
75,64,,,,,
100,94,,,,,
45,78,,,,,
59,147,,,,,
52,187,,,,,
95,186,,,,,
22,8,,,,,
60,47,,,,,
35,1,,,,,
65,56,,,,,
60,64,,,,,
75,35,,,,,
258,1,,,,,
875,0,,,,,
120,43,,,,,
49,271,,,,,
100,32,,,,,
49,66,,,,,
30,4,,,,,
19,16,,,,,
65,0,,,,,
90,189,,,,,
38,289,,,,,
90,143,,,,,
85,0,,,,,
50,144,,,,,
450,3,,,,,
51,250,,,,,
300,0,,,,,
91,189,,,,,
92,137,,,,,
54,180,,,,,
34,226,,,,,
120,0,,,,,
69,136,,,,,
25,1,,,,,
95,4,,,,,
99,167,,,,,
55,19,,,,,
25,3,,,,,
124,56,,,,,
27,72,,,,,
135,73,,,,,
15,47,,,,,
110,60,,,,,
220,77,,,,,
10,1,,,,,
69,92,,,,,
140,2,,,,,
20,116,,,,,
88,231,,,,,
45,1,,,,,
54,228,,,,,
108,188,,,,,
122,136,,,,,
62,0,,,,,
90,323,,,,,
40,134,,,,,
18,1,,,,,
29,0.8,,,,,
90,7,,,,,
28,60,,,,,
40,0,,,,,
54,107,,,,,
40,1,,,,,
50,224,,,,,
122,23,,,,,
30,2,,,,,
35,230,,,,,
22,53,,,,,
135,239,,,,,
98,67,,,,,
57,111,,,,,
55,0,,,,,
25,0,,,,,
160,45,,,,,
110,96,,,,,
73,10,,,,,
21,82,,,,,
29,194,,,,,
99,33,,,,,
32,1,,,,,
30,2,,,,,
220,53,,,,,
89,24,,,,,
30,2,,,,,
56,95,,,,,
50,76,,,,,
115,52,,,,,
90,0,,,,,
85,148,,,,,
100,87,,,,,
300,80,,,,,
280,61,,,,,
99,166,,,,,
90,2,,,,,
25,0,,,,,
40,6,,,,,
49,2,,,,,
60,13,,,,,
71,253,,,,,
120,197,,,,,
15,2,,,,,
14,1,,,,,
20,1,,,,,
60,30,,,,,
66,21,,,,,
45,13,,,,,
18,3,,,,,
138,4,,,,,
132,21,,,,,
69,103,,,,,
190,209,,,,,
70,333,,,,,
15,6,,,,,
90,31,,,,,
38,262,,,,,
50,134,,,,,
15,4,,,,,
115,239,,,,,
30,53,,,,,
78,57,,,,,
45,0,,,,,
65,162,,,,,
270,62,,,,,
69,85,,,,,
22,79,,,,,
50,171,,,,,
35,134,,,,,
120,0,,,,,
45,197,,,,,
65,0,,,,,
15,2,,,,,
44,71,,,,,
140,137,,,,,
400,1,,,,,
77,2,,,,,
55,26,,,,,
25,86,,,,,
60,17,,,,,
140,68,,,,,
305,131,,,,,
91,179,,,,,
42,0,,,,,
99,180,,,,,
60,7,,,,,
39,156,,,,,
25,5,,,,,
89,121,,,,,
61,82,,,,,
100,1,,,,,
25,15,,,,,
60,83,,,,,
87,138,,,,,
20,0,,,,,
55,170,,,,,
60,13,,,,,
18,0,,,,,
25,6,,,,,
91,25,,,,,
15,0,,,,,
47,43,,,,,
70,35,,,,,
69,253,,,,,
50,6,,,,,
50,30,,,,,
100,30,,,,,
50,64,,,,,
49,67,,,,,
39,82,,,,,
85,220,,,,,
27,289,,,,,
135,0,,,,,
100,0,,,,,
12,1,,,,,
276,9,,,,,
40,5,,,,,
70,91,,,,,
28,47,,,,,
98,17,,,,,
60,47,,,,,
